1629398331.981338s,"λprofiler",0
1629398331.924568s,"ps",0
1629398331.86439s,"program.sh",0
1629398331.810278s,"out.csv",0
1629398331.750579s,"main.o",0
1629398331.681491s,"main.hs",0
1629398331.575489s,"main.hi",0
1629398331.491157s,"main",0
1629398331.448056s,"inneficient.o",0
1629398331.408471s,"inneficient.hs",0
1629398331.368643s,"inneficient.hi",0
1629398331.336671s,"inneficient",0
1629398331.301025s,"index.html.2",0
1629398331.261039s,"index.html.1",0
1629398331.204204s,"index.html",0

